1 - State Code,1 - State Name,8 - Structure Number,22 - Owner Agency,3 - County Code,3 - County Name,4 - Place Code,City - InfoBridge Place Code,City - InfoBridge Place Name,27 - Year Built,29 - Average Daily Traffic,43A - Main Span Material,43B - Main Span Design,45 - Number of Spans in Main Unit,49 - Structure Length (ft.),6A - Features Intersected,7 - Facility Carried By Structure,CAT10 - Bridge Condition,Bridge Age (yr),CAT29 - Deck Area (sq. ft.),17 - Longitude (decimal),16 - Latitude (decimal),58 - Deck Condition Rating,59 - Superstructure Condition Rating,60 - Substructure Condition Rating,62 - Culverts Condition Rating,63 - Operating Rating Method Code,64 - Operating Rating (US tons),66 - Inventory Rating (US tons),91 - Designated Inspection Frequency,90 - Inspection Date,92A - Fracture Critical Details,92B - Underwater Inspection,92C - Other Special Inspection,93A - Fracture Critical Detail Date,93B - Underwater Inspection Date,93C - Other Special Inspection Date,21 - Maintenance Responsibility
31,Nebraska,U142522543     ,City or Municipal Highway Agency,109,Lancaster County,28000,28000,Lincoln city,1992,14350,Concrete,Culvert,3,41,SALT CREEK TRIBUTARY    ,N 27TH ST/FAU5231 ,Fair,30,2664.1,-96.6819,40.8729,N,N,N,6,0,36.4,24.3,24,3/2/2017 0:00,N  ,N  ,N  ,,,,4
31,Nebraska,S275 15424R    ,State Highway Agency,53,Dodge County,0,0,No Place Code,1981,16380,Steel Continuous,Stringer/Multi-beam or Girder,3,163.1,UPRR                    ,US275             ,Fair,41,6847.6,-96.445,41.4289,7,6,7,N,1,59.5,36.4,24,1/2/2018 0:00,N  ,N  ,N  ,,,,1
31,Nebraska,U1425J2905     ,City or Municipal Highway Agency,109,Lancaster County,28000,28000,Lincoln city,2006,1500,Prestressed Concrete Continuous,Slab,3,179.1,ANTELOPE CREEK          ,STATE FAIR PARK DR,Good,16,15926.9,-96.6997,40.8308,7,7,7,N,1,46.3,36.4,24,8/2/2018 0:00,N  ,N  ,N  ,,,,4
31,Nebraska,C004804110     ,County Highway Agency,95,Jefferson County,0,0,No Place Code,1965,60,Steel,Stringer/Multi-beam or Girder,1,37.1,STREAM                  ,FAS 3015          ,Fair,57,887.9,-96.9918,40.1332,5,5,6,N,1,16.5,8.8,24,10/2/2017 0:00,N  ,N  ,N  ,,,,2
31,Nebraska,C007832665     ,County Highway Agency,155,Saunders County,0,0,No Place Code,2021,60,Concrete,Stringer/Multi-beam or Girder,1,32.5,SILVER CREEK TRIB       ,ROAD O            ,Good,1,927.1,-96.5166,41.2635,9,9,9,N,2,13.2,5.5,24,8/2/2018 0:00,N  ,N  ,N  ,,,,2
31,Nebraska,C004803045     ,County Highway Agency,95,Jefferson County,0,0,No Place Code,1935,25,Steel,Girder and Floorbeam System,1,36.1,INDIAN CREEK            ,712 ROAD          ,Fair,87,580.2,-96.9878,40.1465,6,6,6,N,1,15.4,8.8,24,6/2/2018 0:00,Y24,N  ,N  ,620,,,2
31,Nebraska,C007821630     ,County Highway Agency,155,Saunders County,0,0,No Place Code,1935,37,Steel,Stringer/Multi-beam or Girder,1,24,STREAM                  ,COLL 7762         ,Fair,87,479.3,-96.4861,41.3356,5,7,7,N,1,15.4,8.8,24,7/2/2017 0:00,N  ,N  ,N  ,,,,2
31,Nebraska,C005506420     ,County Highway Agency,109,Lancaster County,0,0,No Place Code,2000,95,Concrete Continuous,Slab,3,143,OLIVE BRANCH (W 11)     ,PANAMA RD         ,Good,22,4317.6,-96.78333,40.5958,7,7,7,N,1,69.4,40.8,24,3/2/2019 0:00,N  ,N  ,N  ,,,,2
31,Nebraska,C007803705     ,County Highway Agency,155,Saunders County,0,0,No Place Code,2014,30,Concrete,Culvert,3,38.7,STREAM                  ,COUNTY ROAD 14    ,Good,8,1079.6,-96.5633,41.1567,N,N,N,8,3,46.3,35.3,24,8/2/2018 0:00,N  ,N  ,N  ,,,,2
31,Nebraska,U1425C2425     ,City or Municipal Highway Agency,109,Lancaster County,28000,28000,Lincoln city,2000,8680,Concrete,Culvert,2,24.9,DRAINAGE DITCH          ,FLETCHER AVE      ,Good,22,1038.9,-96.6879,40.8747,N,N,N,7,0,36.4,24.3,24,10/2/2018 0:00,N  ,N  ,N  ,,,,4
31,Nebraska,U1425C2430     ,City or Municipal Highway Agency,109,Lancaster County,28000,28000,Lincoln city,2000,8680,Concrete,Culvert,2,25.9,SALT CREEK TRIB         ,FLETCHER AVE      ,Good,22,1828.2,-96.6834,40.8747,N,N,N,7,0,36.4,24.3,24,10/2/2018 0:00,N  ,N  ,N  ,,,,4
31,Nebraska,U1425H2330     ,City or Municipal Highway Agency,109,Lancaster County,28000,28000,Lincoln city,2000,350,Concrete,Culvert,2,21,SALT CREEK TRIB         ,TELLLURIDE DR     ,Good,22,1178,-96.6855,40.8753,N,N,N,7,0,36.4,24.3,24,11/2/2018 0:00,N  ,N  ,N  ,,,,4
31,Nebraska,C001102505     ,County Highway Agency,21,Burt County,0,0,No Place Code,1987,50,Steel,Stringer/Multi-beam or Girder,1,40,STREAM                  ,TOWNSHIP ROAD     ,Good,35,1142.5,-96.3283,41.705,7,7,7,N,1,49.6,29.8,24,10/2/2017 0:00,N  ,N  ,N  ,,,,2
31,Nebraska,C002704205P    ,City or Municipal Highway Agency,53,Dodge County,17670,0,No Place Code,1955,200,Steel,Stringer/Multi-beam or Girder,1,40,RAWHIDE CREEK           ,TOWNSHIP ROAD     ,Fair,67,801,-96.441,41.444,6,6,5,N,1,41.9,25.4,24,9/2/2018 0:00,N  ,N  ,N  ,,,,4
31,Nebraska,S080 40375R    ,State Highway Agency,109,Lancaster County,28000,0,No Place Code,1960,48015,Steel Continuous,Stringer/Multi-beam or Girder,3,222.1,LITTLE SALT CREEK       ,I80               ,Fair,62,16541.9,-96.6782,40.8886,6,8,8,N,1,86,50.7,24,1/2/2019 0:00,N  ,N  ,N  ,,,,1
31,Nebraska,U142512455     ,City or Municipal Highway Agency,109,Lancaster County,28000,28000,Lincoln city,2006,22610,Prestressed Concrete Continuous,Stringer/Multi-beam or Girder,2,198.2,BSNF RR                 ,ANTELOPE VALLEY RD,Good,16,22949.9,-96.7013,40.834,7,8,8,N,1,62.8,37.5,24,8/2/2018 0:00,N  ,N  ,N  ,,,,4
31,Nebraska,U142512340     ,City or Municipal Highway Agency,109,Lancaster County,28000,28000,Lincoln city,1991,21755,Prestressed Concrete Continuous,Stringer/Multi-beam or Girder,4,303.1,SALT CREEK              ,N 14TH ST/FAU 5227,Good,31,18996.6,-96.7013,40.834,7,8,7,N,1,70.5,37.5,24,12/2/2017 0:00,N  ,N  ,N  ,,,,4
31,Nebraska,S080 40375L    ,State Highway Agency,109,Lancaster County,28000,0,No Place Code,1960,48015,Steel Continuous,Stringer/Multi-beam or Girder,3,222.1,LITTLE SALT CREEK       ,I80               ,Good,62,13918.5,-96.6785,40.8888,7,8,8,N,1,84.9,50.7,24,1/2/2019 0:00,N  ,N  ,N  ,,,,1
31,Nebraska,S275 15369     ,State Highway Agency,53,Dodge County,0,17670,Fremont city,2006,1950,Prestressed Concrete,Stringer/Multi-beam or Girder,2,155.8,US275                   ,MILITARY AVE/7848 ,Good,16,7873.8,-96.445,41.4368,7,8,8,N,3,46.3,35.3,24,1/2/2018 0:00,N  ,N  ,N  ,,,,1
31,Nebraska,C002703820     ,County Highway Agency,53,Dodge County,0,0,No Place Code,1960,55,Steel,Stringer/Multi-beam or Girder,2,49.9,DITCH #8                ,TOWNSHIP ROAD     ,Fair,62,981.7,-96.4267,41.48,5,6,6,N,1,52.9,32,24,8/2/2018 0:00,N  ,N  ,N  ,,,,2
31,Nebraska,C003402610     ,County Highway Agency,67,Gage County,0,0,No Place Code,1935,20,Steel,Stringer/Multi-beam or Girder,1,37.1,STREAM                  ,TOWNSHIP ROAD     ,Fair,87,742,-96.905,40.35,5,5,5,N,1,36.4,20.9,24,10/2/2017 0:00,N  ,N  ,N  ,,,,2
31,Nebraska,U142512130P    ,City or Municipal Highway Agency,109,Lancaster County,28000,28000,Lincoln city,1993,6450,Steel Continuous,Stringer/Multi-beam or Girder,5,746.1,BNSF/STDIUM DR 064-377-D,N 10TH ST/FAU 5215,Fair,29,28883,-96.7067,40.8233,6,7,6,N,1,75,45.2,24,11/2/2017 0:00,N  ,N  ,N  ,,,,4
31,Nebraska,U142512345     ,City or Municipal Highway Agency,109,Lancaster County,28000,28000,Lincoln city,1968,19370,Steel Continuous,Stringer/Multi-beam or Girder,3,216.9,OAK CREEK               ,N 14TH ST/FAU 5227,Poor,54,12308.8,-96.7013,40.836,4,4,5,N,1,62.8,37.5,24,12/2/2017 0:00,N  ,N  ,N  ,,,,4
31,Nebraska,C007803440     ,County Highway Agency,155,Saunders County,0,0,No Place Code,1978,165,Concrete Continuous,Slab,3,101,SILVER CREEK            ,FAS 3410          ,Fair,44,3050.1,-96.5442,41.2062,5,8,7,N,1,43,26.5,24,7/2/2018 0:00,N  ,N  ,N  ,,,,2
31,Nebraska,S080 40375A    ,State Highway Agency,109,Lancaster County,0,0,No Place Code,1992,48015,Prestressed Concrete Continuous,Stringer/Multi-beam or Girder,3,213.9,LITTLE SALT CREEK       ,WB-I80 TO 27TH RMP,Good,30,7439.1,-96.6791,40.8891,8,8,8,N,1,78.3,43,24,1/2/2019 0:00,N  ,N  ,N  ,,,,1
31,Nebraska,U142503607     ,City or Municipal Highway Agency,109,Lancaster County,28000,28000,Lincoln city,2003,8600,Prestressed Concrete Continuous,Stringer/Multi-beam or Girder,11,852,UP/BNSF/3RD ST          ,A ST              ,Good,19,42210.3,-96.7174,40.799,7,7,7,N,1,83.8,49.6,24,12/2/2018 0:00,N  ,N  ,N  ,,,,4
31,Nebraska,C004804503     ,County Highway Agency,95,Jefferson County,0,0,No Place Code,2009,70,Steel,Culvert,3,29.9,STREAM                  ,COUNTY HIGHWAY    ,Good,13,715,-96.9543,40.2336,N,N,N,9,0,46.3,36.4,24,10/2/2017 0:00,N  ,N  ,N  ,,,,2
31,Nebraska,S006 31502     ,City or Municipal Highway Agency,109,Lancaster County,28000,28000,Lincoln city,1961,19190,Steel Continuous,Stringer/Multi-beam or Girder,3,212.9,US6                     ,14TH ST           ,Poor,61,7614.5,-96.7013,40.8392,4,3,5,N,1,45.2,26.5,24,1/2/2019 0:00,N  ,N  ,Y06,,,1121,4
31,Nebraska,S180 00323L    ,State Highway Agency,109,Lancaster County,28000,28000,Lincoln city,1996,33410,Prestressed Concrete,Stringer/Multi-beam or Girder,13,1227,BNSF/UPRR      064-376-W,I180/US34         ,Good,26,53541.8,-96.7091,40.8201,8,8,8,N,1,58.4,34.2,24,2/2/2019 0:00,N  ,N  ,N  ,,,,1
31,Nebraska,S180 00323R    ,State Highway Agency,109,Lancaster County,28000,28000,Lincoln city,1996,33410,Prestressed Concrete Continuous,Stringer/Multi-beam or Girder,11,982,BNSF/UPRR      064-376-W,I180/US34         ,Good,26,42847.7,-96.7093,40.82,8,8,8,N,1,71.7,43,24,2/2/2019 0:00,N  ,N  ,N  ,,,,1
31,Nebraska,U142503430L    ,City or Municipal Highway Agency,109,Lancaster County,28000,28000,Lincoln city,1991,8572,Prestressed Concrete,Stringer/Multi-beam or Girder,41,3314,J/7TH/8TH/UPRR 814-953-P,ROSA PARKS WAY    ,Fair,31,123947.8,-96.7149,40.8081,7,7,6,N,1,57.3,34.2,24,12/2/2017 0:00,N  ,N  ,N  ,,,,4
31,Nebraska,S080 40350     ,State Highway Agency,109,Lancaster County,0,28000,Lincoln city,1992,200,Steel Continuous,Stringer/Multi-beam or Girder,2,325.1,I80                     ,N 27TH ST         ,Good,30,27414.3,-96.6821,40.8861,8,8,8,N,1,61.7,37.5,24,1/2/2019 0:00,N  ,N  ,N  ,,,,1
31,Nebraska,C007815025     ,County Highway Agency,155,Saunders County,0,0,No Place Code,1955,140,Steel,Stringer/Multi-beam or Girder,1,44,STREAM                  ,COLL 7842         ,Fair,67,1254.9,-96.597,41.089,5,8,8,N,1,40.8,24.3,24,8/2/2018 0:00,N  ,N  ,N  ,,,,2
31,Nebraska,U142503445     ,City or Municipal Highway Agency,109,Lancaster County,28000,28000,Lincoln city,2007,23286,Prestressed Concrete,Stringer/Multi-beam or Girder,30,1867.1,7TH/8TH/UP/BNSF815-575-A,WEST O            ,Good,15,118226.7,-96.7142,40.8138,7,7,7,N,1,68.3,40.8,24,10/2/2018 0:00,N  ,N  ,N  ,,,,4
31,Nebraska,S002 45690     ,State Highway Agency,109,Lancaster County,0,28000,Lincoln city,1992,19480,Prestressed Concrete,Stringer/Multi-beam or Girder,3,321.9,SALT CREEK              ,N2/VAN DORN ST    ,Good,30,28404.7,-96.7251,40.788,8,8,8,N,1,91.5,55.1,24,1/2/2019 0:00,N  ,N  ,N  ,,,,1
31,Nebraska,U142503430R    ,City or Municipal Highway Agency,109,Lancaster County,28000,28000,Lincoln city,1987,9466,Prestressed Concrete,Stringer/Multi-beam or Girder,40,3199.1,1ST/J/7TH/8TH/BNSF/UPRR ,K ST              ,Fair,35,119653,-96.7174,40.8072,7,6,7,N,1,60.6,33.1,24,6/2/2017 0:00,Y24,N  ,N  ,621,,,4
31,Nebraska,C007823920     ,County Highway Agency,155,Saunders County,0,0,No Place Code,1984,200,Steel,Stringer/Multi-beam or Girder,1,85,SILVER CREEK            ,TOWNSHIP ROAD     ,Fair,38,2425.4,-96.54,41.225,5,8,7,N,1,37.5,23.1,24,8/2/2018 0:00,N  ,N  ,N  ,,,,2
31,Nebraska,S275 15299     ,State Highway Agency,53,Dodge County,0,17670,Fremont city,1981,12205,Concrete,Culvert,4,35.1,RAWHIDE CREEK           ,US275             ,Good,41,2384.1,-96.445,41.4469,N,N,N,7,0,36.4,24.3,24,1/2/2018 0:00,N  ,N  ,N  ,,,,1
31,Nebraska,C008901005P    ,County Highway Agency,177,Washington County,0,0,No Place Code,1996,190,Concrete Continuous,Slab,3,137.1,BELL CREEK              ,COLL 7946         ,Good,26,4139.4,-96.3712,41.6181,8,8,8,N,1,80.5,45.2,24,8/2/2017 0:00,N  ,N  ,N  ,,,,2
31,Nebraska,C003401210     ,County Highway Agency,67,Gage County,0,0,No Place Code,1935,30,Steel,Truss - Thru,1,71.9,CLATONIA CREEK          ,W. BIRCH ROAD     ,Fair,87,1437.9,-96.8671,40.4509,6,5,5,N,1,8.8,5.5,24,9/2/2017 0:00,Y24,N  ,N  ,821,,,2
31,Nebraska,U142512135P    ,City or Municipal Highway Agency,109,Lancaster County,28000,28000,Lincoln city,2018,8400,Prestressed Concrete,Stringer/Multi-beam or Girder,3,362.2,SALT CREEK              ,N 10TH ST         ,Good,4,18656.9,-96.707,40.832,8,9,9,N,3,84.9,38.6,24,7/2/2018 0:00,N  ,N  ,N  ,,,,4
31,Nebraska,C004814405P    ,County Highway Agency,95,Jefferson County,0,0,No Place Code,1893,45,Steel,Truss - Thru,2,313,LITTLE BLUE RIVER       ,ROMEO ROAD        ,Poor,129,4929,-97.0388,40.0379,4,4,4,N,1,5.5,3.3,24,6/2/2017 0:00,Y24,N  ,N  ,621,,,2
31,Nebraska,U142503605P    ,City or Municipal Highway Agency,109,Lancaster County,28000,28000,Lincoln city,1971,4380,Steel,Stringer/Multi-beam or Girder,3,202.1,SALT CREEK (L 80)       ,SOUTH ST          ,Poor,51,6630.6,-96.7244,40.7919,4,5,5,N,1,62.8,37.5,24,2/2/2018 0:00,N  ,N  ,N  ,,,,4
31,Nebraska,C004804115     ,County Highway Agency,95,Jefferson County,0,0,No Place Code,1965,60,Steel,Stringer/Multi-beam or Girder,1,62,INDIAN CREEK            ,FAS 3015          ,Fair,57,1485.1,-96.992,40.1518,6,6,6,N,1,16.5,9.9,24,10/2/2017 0:00,N  ,N  ,N  ,,,,2
31,Nebraska,C005502205P    ,County Highway Agency,109,Lancaster County,0,28000,Lincoln city,1965,1479,Concrete Continuous,Slab,3,120.1,LITTLE SALT CR (F 201)  ,ARBOR RD          ,Poor,57,3230.5,-96.6819,40.8933,4,4,6,N,1,48.5,28.7,24,3/2/2019 0:00,N  ,N  ,N  ,,,,2
31,Nebraska,S180 00297L    ,State Highway Agency,109,Lancaster County,28000,28000,Lincoln city,1996,33410,Steel Continuous,Stringer/Multi-beam or Girder,3,151.9,X STREET                ,I180/US34         ,Good,26,6628.3,-96.7114,40.8237,7,8,8,N,1,94.8,57.3,48,2/2/2017 0:00,N  ,N  ,N  ,,,,1
31,Nebraska,C003402605     ,County Highway Agency,67,Gage County,0,0,No Place Code,1993,20,Concrete,Stringer/Multi-beam or Girder,3,92.8,STREAM                  ,TOWNSHIP ROAD     ,Good,29,3168,-96.91,40.35,7,7,7,N,1,67.2,39.7,24,10/2/2017 0:00,N  ,N  ,N  ,,,,2
31,Nebraska,C007804127     ,County Highway Agency,155,Saunders County,0,0,No Place Code,1990,35,Concrete,Stringer/Multi-beam or Girder,1,30.8,STREAM                  ,COUNTY HIGHWAY    ,Fair,32,880.3,-96.5233,41.2667,5,8,7,N,0,36.4,24.3,24,11/2/2017 0:00,N  ,N  ,N  ,,,,2
31,Nebraska,S006 31463     ,State Highway Agency,109,Lancaster County,28000,28000,Lincoln city,1930,19535,Concrete,Culvert,4,43,STREAM                  ,US6               ,Good,92,2058.7,-96.7064,40.8359,N,N,N,7,0,36.4,24.3,24,1/2/2019 0:00,N  ,N  ,N  ,,,,1
31,Nebraska,S006 31455R    ,State Highway Agency,109,Lancaster County,28000,28000,Lincoln city,1966,19535,Steel Continuous,Stringer/Multi-beam or Girder,3,222.1,OAK CREEK               ,EB-US6            ,Fair,56,8380.2,-96.7069,40.8348,6,7,7,N,1,47.4,27.6,24,1/2/2019 0:00,N  ,N  ,N  ,,,,1
31,Nebraska,S180 00297R    ,State Highway Agency,109,Lancaster County,28000,28000,Lincoln city,1996,33410,Steel Continuous,Stringer/Multi-beam or Girder,3,151.9,X STREET                ,I180/US34         ,Good,26,6628.3,-96.7117,40.8237,7,8,7,N,1,94.8,57.3,24,2/2/2019 0:00,N  ,N  ,N  ,,,,1
31,Nebraska,S006 31455L    ,State Highway Agency,109,Lancaster County,28000,28000,Lincoln city,1966,19535,Steel Continuous,Stringer/Multi-beam or Girder,3,249,OAK CREEK               ,WB-US6            ,Fair,56,8823.4,-96.7073,40.8347,6,7,6,N,1,59.5,35.3,24,1/2/2019 0:00,N  ,N  ,N  ,,,,1
31,Nebraska,U1425H3020     ,City or Municipal Highway Agency,109,Lancaster County,28000,28000,Lincoln city,1955,75,Concrete,Culvert,2,33.1,OAK CREEK TRIB          ,SAUNDERS AVE      ,Fair,67,826.2,-96.7075,40.8366,N,N,N,6,0,36.4,24.3,24,9/2/2018 0:00,N  ,N  ,N  ,,,,4
31,Nebraska,S030 42866     ,State Highway Agency,53,Dodge County,0,17670,Fremont city,2006,10370,Prestressed Concrete Continuous,Stringer/Multi-beam or Girder,2,155.8,US275                   ,US30              ,Good,16,13753.6,-96.445,41.4513,7,7,8,N,3,54,38.6,24,1/2/2018 0:00,N  ,N  ,N  ,,,,1
31,Nebraska,S180 00283L    ,State Highway Agency,109,Lancaster County,28000,28000,Lincoln city,1996,33410,Steel,Stringer/Multi-beam or Girder,1,97.1,CHARLESTON ST/FAU 5242  ,I180/US34         ,Good,26,4237.5,-96.7119,40.8257,8,8,8,N,1,97,58.4,48,2/2/2017 0:00,N  ,N  ,N  ,,,,1
31,Nebraska,S077 06027A    ,State Highway Agency,109,Lancaster County,0,28000,Lincoln city,1992,21430,Prestressed Concrete,Stringer/Multi-beam or Girder,3,230,HAINES BRANCH           ,NB-US77 RAMP      ,Good,30,7394.6,-96.7284,40.7868,7,8,8,N,1,75,45.2,48,1/2/2017 0:00,N  ,N  ,N  ,,,,1
31,Nebraska,S180 00283R    ,State Highway Agency,109,Lancaster County,28000,28000,Lincoln city,1996,33410,Steel,Stringer/Multi-beam or Girder,1,97.1,CHARLESTON ST/FAU 5242  ,I180/US34         ,Good,26,4237.5,-96.7122,40.8257,8,8,8,N,1,97,58.4,48,2/2/2017 0:00,N  ,N  ,N  ,,,,1
31,Nebraska,S077 06027R    ,State Highway Agency,109,Lancaster County,0,28000,Lincoln city,1986,21430,Prestressed Concrete,Stringer/Multi-beam or Girder,3,178.1,HAINES BRANCH           ,US77              ,Good,36,6663.1,-96.7288,40.7866,8,8,8,N,1,78.3,47.4,48,1/2/2017 0:00,N  ,N  ,N  ,,,,1
31,Nebraska,S077 06027L    ,State Highway Agency,109,Lancaster County,0,28000,Lincoln city,1991,21430,Prestressed Concrete,Stringer/Multi-beam or Girder,3,176.8,HAINES BRANCH           ,US77              ,Good,31,7310.2,-96.729,40.7865,8,8,8,N,1,68.3,40.8,48,1/2/2017 0:00,N  ,N  ,N  ,,,,1
31,Nebraska,U142503605     ,City or Municipal Highway Agency,109,Lancaster County,28000,28000,Lincoln city,2003,8600,Steel Continuous,Stringer/Multi-beam or Girder,3,216.9,SALT CREEK              ,W A ST            ,Good,19,8324.5,-96.7237,40.7991,7,8,8,N,1,81.6,49.6,24,11/2/2017 0:00,N  ,N  ,N  ,,,,4
31,Nebraska,S077A00022     ,State Highway Agency,109,Lancaster County,28000,28000,Lincoln city,1961,27500,Concrete,Culvert,4,50.9,LYNN CREEK              ,FAU 5248          ,Good,61,3453.6,-96.7079,40.8374,N,N,N,7,0,36.4,24.3,24,1/2/2019 0:00,N  ,N  ,N  ,,,,1
31,Nebraska,S077 06027B    ,State Highway Agency,109,Lancaster County,0,28000,Lincoln city,1992,21430,Prestressed Concrete,Stringer/Multi-beam or Girder,4,298.9,HAINES BRANCH           ,SB-US77 RAMP      ,Fair,30,9609.8,-96.7294,40.7864,6,8,8,N,1,79.4,47.4,24,1/2/2017 0:00,N  ,N  ,N  ,,,,1
31,Nebraska,C007803305     ,County Highway Agency,155,Saunders County,0,0,No Place Code,2002,40,Steel,Stringer/Multi-beam or Girder,1,62,N FK ROCK CREEK         ,TOWNSHIP ROAD     ,Fair,20,1769.9,-96.6017,41.0883,5,8,8,N,1,34.2,19.8,24,8/2/2018 0:00,N  ,N  ,N  ,,,,2
31,Nebraska,S180 00262L    ,State Highway Agency,109,Lancaster County,28000,28000,Lincoln city,1963,33410,Steel Continuous,Stringer/Multi-beam or Girder,3,423.9,SALT CREEK              ,I180/US34         ,Fair,59,18496.3,-96.7119,40.8287,6,8,8,N,1,87.1,51.8,24,2/2/2019 0:00,N  ,N  ,N  ,,,,1
31,Nebraska,S180 00262R    ,State Highway Agency,109,Lancaster County,28000,28000,Lincoln city,1963,33410,Steel Continuous,Stringer/Multi-beam or Girder,3,423.9,SALT CREEK              ,I180/US34         ,Good,59,18496.3,-96.7122,40.8286,7,8,8,N,1,87.1,51.8,24,2/2/2019 0:00,N  ,N  ,N  ,,,,1
31,Nebraska,C007804128     ,County Highway Agency,155,Saunders County,0,0,No Place Code,1991,35,Concrete,Stringer/Multi-beam or Girder,1,30.8,STREAM                  ,COUNTY HIGHWAY    ,Fair,31,870.2,-96.5233,41.2733,5,8,8,N,1,65,38.6,24,8/2/2017 0:00,N  ,N  ,N  ,,,,2
31,Nebraska,U1425H2115     ,City or Municipal Highway Agency,109,Lancaster County,28000,28000,Lincoln city,1955,200,Concrete,Culvert,2,24.9,OAK CREEK TRIB          ,N 9TH ST          ,Fair,67,670.8,-96.7088,40.8389,N,N,N,6,0,36.4,24.3,24,9/2/2018 0:00,N  ,N  ,N  ,,,,4
31,Nebraska,U1425E3020     ,City or Municipal Highway Agency,109,Lancaster County,28000,28000,Lincoln city,1955,200,Concrete,Culvert,2,23,OAK CREEK TRIB          ,NANCE AVE         ,Fair,67,595.2,-96.7081,40.8384,N,N,N,6,0,36.4,24.3,24,9/2/2018 0:00,N  ,N  ,N  ,,,,4
31,Nebraska,C008902010     ,County Highway Agency,177,Washington County,0,0,No Place Code,2021,50,Concrete,Culvert,3,43.6,BROWN CREEK             ,ROAD 20           ,Good,1,1216.9,-96.40348,41.55307,N,N,N,9,3,37.5,28.7,24,7/2/2017 0:00,N  ,N  ,N  ,,,,2
31,Nebraska,S180 00255     ,State Highway Agency,109,Lancaster County,28000,28000,Lincoln city,1963,11505,Steel Continuous,Stringer/Multi-beam or Girder,4,295.9,I180                    ,US6               ,Fair,59,10388.7,-96.7122,40.8297,5,7,5,N,1,58.4,34.2,24,2/2/2019 0:00,N  ,N  ,N  ,,,,1
31,Nebraska,S002 45670     ,State Highway Agency,109,Lancaster County,0,28000,Lincoln city,1992,19480,Prestressed Concrete,Stringer/Multi-beam or Girder,2,153.9,US-77                   ,N2/VAN DORN ST    ,Poor,30,23676.4,-96.73,40.7875,8,8,4,N,1,60.6,36.4,48,1/2/2017 0:00,N  ,N  ,N  ,,,,1
31,Nebraska,U142501903P    ,City or Municipal Highway Agency,109,Lancaster County,28000,28000,Lincoln city,1986,5250,Concrete Continuous,Slab,3,147,HAINES BRANCH (L 303B)  ,FOLSOM STREET     ,Good,36,5063.3,-96.7311,40.7861,7,7,7,N,1,75,43,24,11/2/2017 0:00,N  ,N  ,N  ,,,,4
31,Nebraska,C007804129     ,County Highway Agency,155,Saunders County,0,0,No Place Code,1991,35,Concrete,Stringer/Multi-beam or Girder,1,28.9,STREAM                  ,COUNTY HIGHWAY    ,Fair,31,824.1,-96.5233,41.2767,5,8,8,N,1,77.2,46.3,24,8/2/2017 0:00,N  ,N  ,N  ,,,,2
31,Nebraska,S103 02200     ,State Highway Agency,67,Gage County,0,0,No Place Code,1999,1310,Prestressed Concrete,Stringer/Multi-beam or Girder,1,86.9,BIG BLUE RIVER TRIBUTARY,N103              ,Good,23,3622.6,-96.9161,40.3462,7,8,7,N,1,71.7,43,24,7/2/2018 0:00,N  ,N  ,N  ,,,,1
31,Nebraska,C003401410     ,County Highway Agency,67,Gage County,0,0,No Place Code,1935,10,Steel,Truss - Thru,1,69.9,CLATONIA CREEK          ,WEST BUCKEYE ROAD ,Poor,87,1238.1,-96.8782,40.4365,5,4,5,N,1,8.8,5.5,24,9/2/2017 0:00,Y24,N  ,N  ,821,,,2
31,Nebraska,S180 00228L    ,State Highway Agency,109,Lancaster County,28000,28000,Lincoln city,1963,33410,Steel Continuous,Stringer/Multi-beam or Girder,3,247,OAK CREEK               ,I180/US34         ,Good,59,16453.6,-96.7119,40.8338,7,8,7,N,1,99.2,77.2,24,2/2/2019 0:00,N  ,N  ,N  ,,,,1
31,Nebraska,U142503425R    ,City or Municipal Highway Agency,109,Lancaster County,28000,28000,Lincoln city,1988,16600,Prestressed Concrete,Stringer/Multi-beam or Girder,3,352,SALT CREEK              ,ROSA PARKS WAY    ,Good,34,13166.6,-96.7236,40.8063,7,7,7,N,1,75,45.2,24,1/2/2019 0:00,N  ,N  ,N  ,,,,4
31,Nebraska,U142503603P    ,City or Municipal Highway Agency,109,Lancaster County,28000,28000,Lincoln city,1992,8990,Prestressed Concrete,Tee Beam,3,128,FOLSOM ST (L 5)         ,VAN DORN ST       ,Good,30,10159,-96.732,40.7869,7,7,7,N,1,76.1,40.8,24,12/2/2018 0:00,N  ,N  ,N  ,,,,4
31,Nebraska,U142503425L    ,City or Municipal Highway Agency,109,Lancaster County,28000,28000,Lincoln city,1991,8572,Prestressed Concrete,Stringer/Multi-beam or Girder,3,352,SALT CREEK              ,ROSA PARKS WAY    ,Fair,31,13166.6,-96.7236,40.8064,6,7,7,N,1,70.5,41.9,24,12/2/2017 0:00,N  ,N  ,N  ,,,,4
31,Nebraska,S180 00228R    ,State Highway Agency,109,Lancaster County,28000,28000,Lincoln city,1963,33410,Steel Continuous,Stringer/Multi-beam or Girder,3,247,OAK CREEK               ,I180/US34         ,Good,59,16534.6,-96.7121,40.8337,7,7,7,N,1,97,58.4,24,2/2/2019 0:00,N  ,N  ,N  ,,,,1
